"Dataset Name","Dataset Code","Country Name","Country Code","Indicator Name","Indicator Code","Metadata Attribute","Metadata Value","Frequency"
"Financial Access Survey (FAS)","FAS","Kenya","664","","","Country Code","664",""
"Financial Access Survey (FAS)","FAS","Kenya","664","","","Country Data Quality Assurance Framework","",""
"Financial Access Survey (FAS)","FAS","Kenya","664","","","Country Full Name","Kenya",""
"Financial Access Survey (FAS)","FAS","Kenya","664","","","Country ISO 2 Code","KE",""
"Financial Access Survey (FAS)","FAS","Kenya","664","","","Country ISO 3 Code","KEN",""
"Financial Access Survey (FAS)","FAS","Kenya","664","","","Country Name","Kenya",""
"Financial Access Survey (FAS)","FAS","Kenya","664","","","Country Note","",""
"Financial Access Survey (FAS)","FAS","Kenya","664","","","Country SDMX Code","KE",""
"Financial Access Survey (FAS)","FAS","Kenya","664","","","Country SDMX Name","Kenya",""
"Financial Access Survey (FAS)","FAS","Kenya","664","","","Country Short Name","Kenya",""
"Financial Access Survey (FAS)","FAS","Kenya","664","","","Country Source Code","664",""
"Financial Access Survey (FAS)","FAS","Kiribati","826","","","Country Code","826",""
"Financial Access Survey (FAS)","FAS","Kiribati","826","","","Country Data Quality Assurance Framework","",""
"Financial Access Survey (FAS)","FAS","Kiribati","826","","","Country Full Name","Kiribati",""
"Financial Access Survey (FAS)","FAS","Kiribati","826","","","Country ISO 2 Code","KI",""
"Financial Access Survey (FAS)","FAS","Kiribati","826","","","Country ISO 3 Code","KIR",""
"Financial Access Survey (FAS)","FAS","Kiribati","826","","","Country Name","Kiribati",""
"Financial Access Survey (FAS)","FAS","Kiribati","826","","","Country Note","",""
"Financial Access Survey (FAS)","FAS","Kiribati","826","","","Country SDMX Code","KI",""
"Financial Access Survey (FAS)","FAS","Kiribati","826","","","Country SDMX Name","Kiribati",""
"Financial Access Survey (FAS)","FAS","Kiribati","826","","","Country Short Name","Kiribati",""
"Financial Access Survey (FAS)","FAS","Kiribati","826","","","Country Source Code","826",""
"Financial Access Survey (FAS)","FAS","Korea, Rep. of","542","","","Country Code","542",""
"Financial Access Survey (FAS)","FAS","Korea, Rep. of","542","","","Country Data Quality Assurance Framework","",""
"Financial Access Survey (FAS)","FAS","Korea, Rep. of","542","","","Country Full Name","Korea, Republic of",""
"Financial Access Survey (FAS)","FAS","Korea, Rep. of","542","","","Country ISO 2 Code","KR",""
"Financial Access Survey (FAS)","FAS","Korea, Rep. of","542","","","Country ISO 3 Code","KOR",""
"Financial Access Survey (FAS)","FAS","Korea, Rep. of","542","","","Country Name","Korea, Rep. of",""
"Financial Access Survey (FAS)","FAS","Korea, Rep. of","542","","","Country Note","",""
"Financial Access Survey (FAS)","FAS","Korea, Rep. of","542","","","Country SDMX Code","KR",""
"Financial Access Survey (FAS)","FAS","Korea, Rep. of","542","","","Country SDMX Name","Korea, Republic of",""
"Financial Access Survey (FAS)","FAS","Korea, Rep. of","542","","","Country Short Name","Korea",""
"Financial Access Survey (FAS)","FAS","Korea, Rep. of","542","","","Country Source Code","542",""
"Financial Access Survey (FAS)","FAS","Kosovo, Rep. of","967","","","Country Code","967",""
"Financial Access Survey (FAS)","FAS","Kosovo, Rep. of","967","","","Country Data Quality Assurance Framework","",""
"Financial Access Survey (FAS)","FAS","Kosovo, Rep. of","967","","","Country Full Name","Kosovo, Republic of",""
"Financial Access Survey (FAS)","FAS","Kosovo, Rep. of","967","","","Country ISO 2 Code","XK",""
"Financial Access Survey (FAS)","FAS","Kosovo, Rep. of","967","","","Country ISO 3 Code","",""
"Financial Access Survey (FAS)","FAS","Kosovo, Rep. of","967","","","Country Name","Kosovo, Rep. of",""
"Financial Access Survey (FAS)","FAS","Kosovo, Rep. of","967","","","Country Note","",""
"Financial Access Survey (FAS)","FAS","Kosovo, Rep. of","967","","","Country SDMX Code","XK",""
"Financial Access Survey (FAS)","FAS","Kosovo, Rep. of","967","","","Country SDMX Name","Kosovo, Republic of",""
"Financial Access Survey (FAS)","FAS","Kosovo, Rep. of","967","","","Country Short Name","Kosovo",""
"Financial Access Survey (FAS)","FAS","Kosovo, Rep. of","967","","","Country Source Code","967",""
"Financial Access Survey (FAS)","FAS","Kuwait","443","","","Country Code","443",""
"Financial Access Survey (FAS)","FAS","Kuwait","443","","","Country Data Quality Assurance Framework","",""
"Financial Access Survey (FAS)","FAS","Kuwait","443","","","Country Full Name","Kuwait",""
"Financial Access Survey (FAS)","FAS","Kuwait","443","","","Country ISO 2 Code","KW",""
"Financial Access Survey (FAS)","FAS","Kuwait","443","","","Country ISO 3 Code","KWT",""
"Financial Access Survey (FAS)","FAS","Kuwait","443","","","Country Name","Kuwait",""
"Financial Access Survey (FAS)","FAS","Kuwait","443","","","Country Note","",""
"Financial Access Survey (FAS)","FAS","Kuwait","443","","","Country SDMX Code","KW",""
"Financial Access Survey (FAS)","FAS","Kuwait","443","","","Country SDMX Name","Kuwait",""
"Financial Access Survey (FAS)","FAS","Kuwait","443","","","Country Short Name","Kuwait",""
"Financial Access Survey (FAS)","FAS","Kuwait","443","","","Country Source Code","443",""
"Financial Access Survey (FAS)","FAS","Kyrgyz Rep.","917","","","Country Code","917",""
"Financial Access Survey (FAS)","FAS","Kyrgyz Rep.","917","","","Country Data Quality Assurance Framework","",""
"Financial Access Survey (FAS)","FAS","Kyrgyz Rep.","917","","","Country Full Name","Kyrgyz Republic",""
"Financial Access Survey (FAS)","FAS","Kyrgyz Rep.","917","","","Country ISO 2 Code","KG",""
"Financial Access Survey (FAS)","FAS","Kyrgyz Rep.","917","","","Country ISO 3 Code","KGZ",""
"Financial Access Survey (FAS)","FAS","Kyrgyz Rep.","917","","","Country Name","Kyrgyz Rep.",""
"Financial Access Survey (FAS)","FAS","Kyrgyz Rep.","917","","","Country Note","",""
"Financial Access Survey (FAS)","FAS","Kyrgyz Rep.","917","","","Country SDMX Code","KG",""
"Financial Access Survey (FAS)","FAS","Kyrgyz Rep.","917","","","Country SDMX Name","Kyrgyzstan",""
"Financial Access Survey (FAS)","FAS","Kyrgyz Rep.","917","","","Country Short Name","Kyrgyz Republic",""
"Financial Access Survey (FAS)","FAS","Kyrgyz Rep.","917","","","Country Source Code","917",""
"Financial Access Survey (FAS)","FAS","Lao People's Dem. Rep.","544","","","Country Code","544",""
"Financial Access Survey (FAS)","FAS","Lao People's Dem. Rep.","544","","","Country Data Quality Assurance Framework","",""
"Financial Access Survey (FAS)","FAS","Lao People's Dem. Rep.","544","","","Country Full Name","Lao People's Democratic Republic",""
"Financial Access Survey (FAS)","FAS","Lao People's Dem. Rep.","544","","","Country ISO 2 Code","LA",""
"Financial Access Survey (FAS)","FAS","Lao People's Dem. Rep.","544","","","Country ISO 3 Code","LAO",""
"Financial Access Survey (FAS)","FAS","Lao People's Dem. Rep.","544","","","Country Name","Lao People's Dem. Rep.",""
"Financial Access Survey (FAS)","FAS","Lao People's Dem. Rep.","544","","","Country Note","",""
"Financial Access Survey (FAS)","FAS","Lao People's Dem. Rep.","544","","","Country SDMX Code","LA",""
"Financial Access Survey (FAS)","FAS","Lao People's Dem. Rep.","544","","","Country SDMX Name","Lao People`s Democratic Republic",""
"Financial Access Survey (FAS)","FAS","Lao People's Dem. Rep.","544","","","Country Short Name","Lao P.D.R.",""
"Financial Access Survey (FAS)","FAS","Lao People's Dem. Rep.","544","","","Country Source Code","544",""
"Financial Access Survey (FAS)","FAS","Latvia","941","","","Country Code","941",""
"Financial Access Survey (FAS)","FAS","Latvia","941","","","Country Data Quality Assurance Framework","",""
"Financial Access Survey (FAS)","FAS","Latvia","941","","","Country Full Name","Republic of Latvia",""
"Financial Access Survey (FAS)","FAS","Latvia","941","","","Country ISO 2 Code","LV",""
"Financial Access Survey (FAS)","FAS","Latvia","941","","","Country ISO 3 Code","LVA",""
"Financial Access Survey (FAS)","FAS","Latvia","941","","","Country Name","Latvia",""
"Financial Access Survey (FAS)","FAS","Latvia","941","","","Country Note","",""
"Financial Access Survey (FAS)","FAS","Latvia","941","","","Country SDMX Code","LV",""
"Financial Access Survey (FAS)","FAS","Latvia","941","","","Country SDMX Name","Latvia",""
"Financial Access Survey (FAS)","FAS","Latvia","941","","","Country Short Name","Latvia",""
"Financial Access Survey (FAS)","FAS","Latvia","941","","","Country Source Code","941",""
"Financial Access Survey (FAS)","FAS","Lebanon","446","","","Country Code","446",""
"Financial Access Survey (FAS)","FAS","Lebanon","446","","","Country Data Quality Assurance Framework","",""
"Financial Access Survey (FAS)","FAS","Lebanon","446","","","Country Full Name","Lebanon",""
"Financial Access Survey (FAS)","FAS","Lebanon","446","","","Country ISO 2 Code","LB",""
"Financial Access Survey (FAS)","FAS","Lebanon","446","","","Country ISO 3 Code","LBN",""
"Financial Access Survey (FAS)","FAS","Lebanon","446","","","Country Name","Lebanon",""
"Financial Access Survey (FAS)","FAS","Lebanon","446","","","Country Note","",""
"Financial Access Survey (FAS)","FAS","Lebanon","446","","","Country SDMX Code","LB",""
"Financial Access Survey (FAS)","FAS","Lebanon","446","","","Country SDMX Name","Lebanon",""
"Financial Access Survey (FAS)","FAS","Lebanon","446","","","Country Short Name","Lebanon",""
"Financial Access Survey (FAS)","FAS","Lebanon","446","","","Country Source Code","446",""
"Financial Access Survey (FAS)","FAS","Lesotho, Kingdom of","666","","","Country Code","666",""
"Financial Access Survey (FAS)","FAS","Lesotho, Kingdom of","666","","","Country Data Quality Assurance Framework","",""
"Financial Access Survey (FAS)","FAS","Lesotho, Kingdom of","666","","","Country Full Name","Lesotho, Kingdom of",""
"Financial Access Survey (FAS)","FAS","Lesotho, Kingdom of","666","","","Country ISO 2 Code","LS",""
"Financial Access Survey (FAS)","FAS","Lesotho, Kingdom of","666","","","Country ISO 3 Code","LSO",""
"Financial Access Survey (FAS)","FAS","Lesotho, Kingdom of","666","","","Country Name","Lesotho, Kingdom of",""
"Financial Access Survey (FAS)","FAS","Lesotho, Kingdom of","666","","","Country Note","",""
"Financial Access Survey (FAS)","FAS","Lesotho, Kingdom of","666","","","Country SDMX Code","LS",""
"Financial Access Survey (FAS)","FAS","Lesotho, Kingdom of","666","","","Country SDMX Name","Lesotho",""
"Financial Access Survey (FAS)","FAS","Lesotho, Kingdom of","666","","","Country Short Name","Lesotho",""
"Financial Access Survey (FAS)","FAS","Lesotho, Kingdom of","666","","","Country Source Code","666",""
"Financial Access Survey (FAS)","FAS","Liberia","668","","","Country Code","668",""
"Financial Access Survey (FAS)","FAS","Liberia","668","","","Country Data Quality Assurance Framework","",""
"Financial Access Survey (FAS)","FAS","Liberia","668","","","Country Full Name","Liberia",""
"Financial Access Survey (FAS)","FAS","Liberia","668","","","Country ISO 2 Code","LR",""
"Financial Access Survey (FAS)","FAS","Liberia","668","","","Country ISO 3 Code","LBR",""
"Financial Access Survey (FAS)","FAS","Liberia","668","","","Country Name","Liberia",""
"Financial Access Survey (FAS)","FAS","Liberia","668","","","Country Note","",""
"Financial Access Survey (FAS)","FAS","Liberia","668","","","Country SDMX Code","LR",""
"Financial Access Survey (FAS)","FAS","Liberia","668","","","Country SDMX Name","Liberia",""
"Financial Access Survey (FAS)","FAS","Liberia","668","","","Country Short Name","Liberia",""
"Financial Access Survey (FAS)","FAS","Liberia","668","","","Country Source Code","668",""
"Financial Access Survey (FAS)","FAS","Libya","672","","","Country Code","672",""
"Financial Access Survey (FAS)","FAS","Libya","672","","","Country Data Quality Assurance Framework","",""
"Financial Access Survey (FAS)","FAS","Libya","672","","","Country Full Name","Libya",""
"Financial Access Survey (FAS)","FAS","Libya","672","","","Country ISO 2 Code","LY",""
"Financial Access Survey (FAS)","FAS","Libya","672","","","Country ISO 3 Code","LBY",""
"Financial Access Survey (FAS)","FAS","Libya","672","","","Country Name","Libya",""
"Financial Access Survey (FAS)","FAS","Libya","672","","","Country Note","",""
"Financial Access Survey (FAS)","FAS","Libya","672","","","Country SDMX Code","LY",""
"Financial Access Survey (FAS)","FAS","Libya","672","","","Country SDMX Name","Libya",""
"Financial Access Survey (FAS)","FAS","Libya","672","","","Country Short Name","Libya",""
"Financial Access Survey (FAS)","FAS","Libya","672","","","Country Source Code","672",""
"Financial Access Survey (FAS)","FAS","Lithuania","946","","","Country Code","946",""
"Financial Access Survey (FAS)","FAS","Lithuania","946","","","Country Data Quality Assurance Framework","",""
"Financial Access Survey (FAS)","FAS","Lithuania","946","","","Country Full Name","Republic of Lithuania",""
"Financial Access Survey (FAS)","FAS","Lithuania","946","","","Country ISO 2 Code","LT",""
"Financial Access Survey (FAS)","FAS","Lithuania","946","","","Country ISO 3 Code","LTU",""
"Financial Access Survey (FAS)","FAS","Lithuania","946","","","Country Name","Lithuania",""
"Financial Access Survey (FAS)","FAS","Lithuania","946","","","Country Note","",""
"Financial Access Survey (FAS)","FAS","Lithuania","946","","","Country SDMX Code","LT",""
"Financial Access Survey (FAS)","FAS","Lithuania","946","","","Country SDMX Name","Lithuania",""
"Financial Access Survey (FAS)","FAS","Lithuania","946","","","Country Short Name","Lithuania           ",""
"Financial Access Survey (FAS)","FAS","Lithuania","946","","","Country Source Code","946",""
"Financial Access Survey (FAS)","FAS","Luxembourg","137","","","Country Code","137",""
"Financial Access Survey (FAS)","FAS","Luxembourg","137","","","Country Data Quality Assurance Framework","",""
"Financial Access Survey (FAS)","FAS","Luxembourg","137","","","Country Full Name","Luxembourg",""
"Financial Access Survey (FAS)","FAS","Luxembourg","137","","","Country ISO 2 Code","LU",""
"Financial Access Survey (FAS)","FAS","Luxembourg","137","","","Country ISO 3 Code","LUX",""
"Financial Access Survey (FAS)","FAS","Luxembourg","137","","","Country Name","Luxembourg",""
"Financial Access Survey (FAS)","FAS","Luxembourg","137","","","Country Note","",""
"Financial Access Survey (FAS)","FAS","Luxembourg","137","","","Country SDMX Code","LU",""
"Financial Access Survey (FAS)","FAS","Luxembourg","137","","","Country SDMX Name","Luxembourg",""
